-18.3477,50.8091
-18.3476,50.8061
-18.3476,50.8031
-18.3475,50.8001
-18.3475,50.7971
-18.3474,50.7941
-18.3473,50.7911
-18.3473,50.7881
-18.3472,50.785
-18.3472,50.782
-18.3471,50.779
-18.347,50.776
-18.347,50.7729
-18.3469,50.7699
-18.3469,50.7668
-18.3468,50.7637
-18.3467,50.7607
-18.3467,50.7576
-18.3466,50.7545
-18.3465,50.7514
-18.3465,50.7483
-18.3464,50.7451
-18.3464,50.742
-18.3463,50.7388
-18.3462,50.7356
-18.3462,50.7325
-18.3461,50.7293
-18.346,50.726
-18.346,50.7228
-18.3459,50.7195
-18.3459,50.7163
-18.3458,50.713
-18.3457,50.7097
-18.3457,50.7064
-18.3456,50.703
-18.3455,50.6997
-18.3455,50.6963
-18.3454,50.6929
-18.3453,50.6895
-18.3453,50.686
-18.3452,50.6825
-18.3451,50.6791
-18.3451,50.6755
-18.345,50.672
-18.3449,50.6684
-18.3449,50.6649
-18.3448,50.6613
-18.3447,50.6576
-18.3446,50.654
-18.3446,50.6503
-18.3445,50.6466
-18.3444,50.6428
-18.3443,50.6391
-18.3443,50.6353
-18.3442,50.6314
-18.3441,50.6276
-18.3441,50.6237
-18.344,50.6198
-18.3439,50.6159
-18.3438,50.6119
-18.3437,50.6079
-18.3437,50.6039
-18.3436,50.5998
-18.3435,50.5957
-18.3434,50.5916
-18.3433,50.5875
-18.3433,50.5833
-18.3432,50.5791
-18.3431,50.5748
-18.343,50.5705
-18.3429,50.5662
-18.3429,50.5619
-18.3428,50.5575
-18.3427,50.5531
-18.3426,50.5486
-18.3425,50.5441
-18.3424,50.5396
-18.3423,50.535
-18.3422,50.5304
-18.3421,50.5258
-18.3421,50.5211
-18.342,50.5164
-18.3419,50.5117
-18.3418,50.5069
-18.3417,50.5021
-18.3416,50.4972
-18.3415,50.4923
-18.3414,50.4874
-18.3413,50.4824
-18.3412,50.4774
-18.3411,50.4724
-18.341,50.4673
-18.3409,50.4622
-18.3408,50.457
-18.3407,50.4518
-18.3406,50.4465
-18.3405,50.4412
-18.3404,50.4359
-18.3403,50.4306
-18.3402,50.4251
-18.34,50.4197
-18.3399,50.4142
-18.3398,50.4087
-18.3397,50.4031
-18.3396,50.3975
-18.3395,50.3918
-18.3394,50.3861
-18.3393,50.3804
-18.3391,50.3746
-18.339,50.3688
-18.3389,50.3629
-18.3388,50.357
-18.3387,50.351
-18.3385,50.345
-18.3384,50.339
-18.3383,50.3329
-18.3382,50.3268
-18.338,50.3206
-18.3379,50.3144
-18.3378,50.3081
-18.3376,50.3018
-18.3375,50.2955
-18.3374,50.2891
-18.3372,50.2827
-18.3371,50.2762
-18.337,50.2697
-18.3368,50.2631
-18.3367,50.2565
-18.3365,50.2498
-18.3364,50.2431
-18.3363,50.2364
-18.3361,50.2296
-18.336,50.2227
-18.3358,50.2158
-18.3357,50.2089
-18.3355,50.2019
-18.3354,50.1949
-18.3352,50.1879
-18.3351,50.1807
-18.3349,50.1736
-18.3347,50.1664
-18.3346,50.1591
-18.3344,50.1519
-18.3343,50.1445
-18.3341,50.1371
-18.3339,50.1297
-18.3338,50.1222
-18.3336,50.1147
-18.3334,50.1071
-18.3333,50.0995
-18.3331,50.0919
-18.3329,50.0842
-18.3327,50.0764
-18.3326,50.0686
-18.3324,50.0608
-18.3322,50.0529
-18.332,50.045
-18.3318,50.037
-18.3317,50.029
-18.3315,50.0209
-18.3313,50.0128
-18.3311,50.0046
-18.3309,49.9964
-18.3307,49.9882
-18.3305,49.9799
-18.3303,49.9715
-18.3301,49.9631
-18.3299,49.9547
-18.3297,49.9462
-18.3295,49.9377
-18.3293,49.9291
-18.3291,49.9205
-18.3289,49.9119
-18.3287,49.9032
-18.3285,49.8944
-18.3283,49.8856
-18.3281,49.8768
-18.3278,49.8679
-18.3276,49.859
-18.3274,49.85
-18.3272,49.841
-18.327,49.8319
-18.3267,49.8228
-18.3265,49.8136
-18.3263,49.8045
-18.326,49.7952
-18.3258,49.7859
-18.3256,49.7766
-18.3253,49.7672
-18.3251,49.7578
-18.3249,49.7483
-18.3246,49.7388
-18.3244,49.7293
-18.3241,49.7197
-18.3239,49.7101
-18.3236,49.7004
-18.3234,49.6907
-18.3231,49.6809
-18.3229,49.6711
-18.3226,49.6612
-18.3224,49.6513
-18.3221,49.6414
-18.3218,49.6314
-18.3216,49.6214
-18.3213,49.6113
-18.321,49.6012
-18.3208,49.5911
-18.3205,49.5809
-18.3202,49.5707
-18.3199,49.5604
-18.3196,49.5501
-18.3194,49.5397
-18.3191,49.5293
-18.3188,49.5189
-18.3185,49.5084
-18.3182,49.4979
-18.3179,49.4873
-18.3176,49.4767
-18.3173,49.4661
-18.317,49.4554
-18.3167,49.4447
-18.3164,49.4339
-18.3161,49.4231
-18.3158,49.4123
-18.3155,49.4014
-18.3152,49.3905
-18.3149,49.3795
-18.3146,49.3685
-18.3142,49.3575
-18.3139,49.3464
-18.3136,49.3353
-18.3133,49.3241
-18.3129,49.3129
-18.3126,49.3017
-18.3123,49.2904
-18.3119,49.2791
-18.3116,49.2678
-18.3113,49.2564
-18.3109,49.245
-18.3106,49.2336
-18.3102,49.2221
-18.3099,49.2105
-18.3095,49.199
-18.3092,49.1874
-18.3088,49.1758
-18.3085,49.1641
-18.3081,49.1524
-18.3077,49.1406
-18.3074,49.1289
-18.307,49.1171
-18.3066,49.1052
-18.3063,49.0933
-18.3059,49.0814
-18.3055,49.0695
-18.3051,49.0575
-18.3047,49.0455
-18.3043,49.0335
-18.304,49.0214
-18.3036,49.0093
-18.3032,48.9971
-18.3028,48.9849
-18.3024,48.9727
-18.302,48.9605
-18.3016,48.9482
-18.3012,48.9359
-18.3008,48.9236
-18.3004,48.9112
-18.2999,48.8988
-18.2995,48.8864
-18.2991,48.8739
-18.2987,48.8614
-18.2983,48.8489
-18.2978,48.8364
-18.2974,48.8238
-18.297,48.8112
-18.2965,48.7985
-18.2961,48.7859
-18.2957,48.7732
-18.2952,48.7604
-18.2948,48.7477
-18.2943,48.7349
-18.2939,48.7221
-18.2934,48.7092
-18.293,48.6964
-18.2925,48.6835
-18.292,48.6706
-18.2916,48.6576
-18.2911,48.6446
-18.2906,48.6316
-18.2902,48.6186
-18.2897,48.6056
-18.2892,48.5925
-18.2887,48.5794
-18.2883,48.5663
-18.2878,48.5531
-18.2873,48.5399
-18.2868,48.5267
-18.2863,48.5135
-18.2858,48.5002
-18.2853,48.487
-18.2848,48.4737
-18.2843,48.4604
-18.2838,48.447
-18.2833,48.4336
-18.2827,48.4203
-18.2822,48.4068
-18.2817,48.3934
-18.2812,48.3799
-18.2807,48.3665
-18.2801,48.353
-18.2796,48.3394
-18.2791,48.3259
-18.2785,48.3123
-18.278,48.2988
-18.2774,48.2852
-18.2769,48.2715
-18.2763,48.2579
-18.2758,48.2442
-18.2752,48.2305
-18.2747,48.2168
-18.2741,48.2031
-18.2735,48.1894
-18.273,48.1756
-18.2724,48.1618
-18.2718,48.1481
-18.2713,48.1342
-18.2707,48.1204
-18.2701,48.1066
-18.2695,48.0927
-18.2689,48.0788
-18.2683,48.0649
-18.2677,48.051
-18.2671,48.0371
